Epochs,Optimizer,Activation_Function,Train_Loss,Train_Accuracy,Train_Precision,Train_Recall,Val_Loss,Val_Accuracy,Val_Precision,Val_Recall
3,RMSprop,relu,0.1465030312538147,0.9593650698661804,0.2575798034667969,0.9985714554786682,2.069153070449829,0.6198148131370544,0.26066118478775024,0.886296272277832
3,RMSprop,sigmoid,0.2158288210630417,0.9342063665390015,0.24886707961559296,0.9980952143669128,0.055365223437547684,0.9816666841506958,0.2861913740634918,0.9998148083686829
2,RMSprop,softmax,1.812070369720459,0.3370634913444519,0.1561424881219864,0.814047634601593,4.0341572761535645,0.24740740656852722,0.13264882564544678,0.6507407426834106
9,RMSprop,tanh,0.042190637439489365,0.9882539510726929,0.2756115794181824,0.9996825456619263,0.025732308626174927,0.9950000047683716,0.4494587779045105,0.9996296167373657
9,RMSprop,sigmoid,0.061630818992853165,0.9841269850730896,0.28161704540252686,0.9990476369857788,0.044715285301208496,0.9862962961196899,0.3721555769443512,0.9994444251060486
5,RMSprop,selu,0.0671839639544487,0.9815079569816589,0.261834979057312,0.9995238184928894,0.22587747871875763,0.9353703856468201,0.34377792477607727,0.997592568397522
10,RMSprop,selu,0.04059077054262161,0.9903967976570129,0.2838307023048401,0.9994444251060486,0.00761238532140851,0.9988889098167419,0.3950391411781311,0.9998148083686829
8,RMSprop,tanh,0.05096054822206497,0.9874603152275085,0.27241840958595276,0.9991269707679749,0.005473683122545481,0.9990741014480591,0.40199509263038635,1.0
7,RMSprop,elu,0.05293211340904236,0.9861904978752136,0.2738814651966095,0.9998412728309631,0.02687172219157219,0.9951851963996887,0.3344694972038269,0.9994444251060486
4,RMSprop,relu,0.09354157745838165,0.9751587510108948,0.26559993624687195,0.9985714554786682,0.012206713669002056,0.9974074363708496,0.35587188601493835,1.0
4,RMSprop,tanh,0.10361885279417038,0.9703968167304993,0.2561921179294586,0.9990476369857788,0.03310121223330498,0.9903703927993774,0.3276668190956116,0.9994444251060486
7,RMSprop,softmax,0.08435211330652237,0.9767460227012634,0.24731415510177612,0.9993650913238525,0.6721099019050598,0.868148148059845,0.22761952877044678,0.9944444298744202
8,RMSprop,elu,0.04376508295536041,0.9889682531356812,0.27752798795700073,0.9993650913238525,0.012708261609077454,0.9987037181854248,0.35597020387649536,0.9998148083686829
9,RMSprop,elu,0.0387277714908123,0.99015873670578,0.27833524346351624,0.9994444251060486,0.016003137454390526,0.9985185265541077,0.38763198256492615,0.9994444251060486
7,RMSprop,tanh,0.06591630727052689,0.9830158948898315,0.2694266140460968,0.9994444251060486,0.012539581395685673,0.9985185265541077,0.3804623484611511,0.9996296167373657
5,RMSprop,relu,0.0834137350320816,0.9801587462425232,0.27034634351730347,0.9986507892608643,0.20611444115638733,0.9440740942955017,0.32583996653556824,0.9985185265541077
2,RMSprop,relu,0.28166019916534424,0.9157936573028564,0.24658314883708954,0.9965872764587402,4.597140312194824,0.2714814841747284,0.19956713914871216,0.7342592477798462
4,RMSprop,softsign,0.09461216628551483,0.9739682674407959,0.26536548137664795,0.9992063641548157,0.0648747980594635,0.9807407259941101,0.3242431581020355,0.9996296167373657
7,RMSprop,softsign,0.0515180304646492,0.9877777695655823,0.2802189290523529,0.9996031522750854,0.02626577951014042,0.9957407116889954,0.42045366764068604,0.9988889098167419
8,RMSprop,relu,0.04721180349588394,0.9893651008605957,0.2858083248138428,0.9992856979370117,0.013263329863548279,0.9987037181854248,0.4488981366157532,0.9996296167373657
6,RMSprop,elu,0.05885937437415123,0.9849206209182739,0.2684231698513031,0.9993650913238525,0.527388870716095,0.9166666865348816,0.2815539240837097,0.9649999737739563
5,RMSprop,tanh,0.06868019700050354,0.9819047451019287,0.26218852400779724,0.9987301826477051,0.6759263277053833,0.8520370125770569,0.25218087434768677,0.9903703927993774
10,RMSprop,sigmoid,0.04873513802886009,0.9867460131645203,0.28668320178985596,0.9996825456619263,0.37136784195899963,0.8972222208976746,0.30747684836387634,0.9961110949516296
2,RMSprop,softsign,0.22818437218666077,0.9319047331809998,0.24345655739307404,0.9988095164299011,0.17072828114032745,0.9503703713417053,0.3171992599964142,1.0
7,RMSprop,selu,0.06451135873794556,0.9832539558410645,0.2738465666770935,0.9991269707679749,0.01305399276316166,0.9972222447395325,0.3385155498981476,1.0
7,RMSprop,relu,0.05723476782441139,0.9866666793823242,0.28253012895584106,0.998968243598938,1.040394902229309,0.8848147988319397,0.32008618116378784,0.9903703927993774
5,RMSprop,elu,0.07033778727054596,0.9833333492279053,0.26445186138153076,0.9988095164299011,0.23343108594417572,0.9481481313705444,0.2917659878730774,0.9974074363708496
7,RMSprop,sigmoid,0.06799329817295074,0.9819047451019287,0.27381211519241333,0.9997618794441223,0.004124572966247797,0.9985185265541077,0.3602215051651001,0.9998148083686829
10,RMSprop,relu,0.04095723479986191,0.9893651008605957,0.2901642620563507,0.9995238184928894,0.012358889915049076,0.9985185265541077,0.394765704870224,1.0
2,RMSprop,elu,0.25508153438568115,0.9234126806259155,0.24239853024482727,0.9977777600288391,0.05417461320757866,0.9868518710136414,0.2944480776786804,0.9998148083686829
9,RMSprop,relu,0.03755662590265274,0.9899206161499023,0.28861135244369507,0.9996031522750854,0.01659518852829933,0.9970370531082153,0.4787970185279846,0.9994444251060486
10,RMSprop,softmax,0.05657719820737839,0.9859523773193359,0.2560811936855316,0.9992856979370117,0.5616143345832825,0.8903703689575195,0.24561966955661774,0.9916666746139526
1,RMSprop,softsign,1.295706868171692,0.5730158686637878,0.19173744320869446,0.8939682245254517,0.23388981819152832,0.9161111116409302,0.24320165812969208,0.9953703880310059
5,RMSprop,softmax,0.1513453722000122,0.9572222232818604,0.23922507464885712,0.9986507892608643,4.645297527313232,0.1953703761100769,0.13660015165805817,0.7681481242179871
4,RMSprop,selu,0.10533912479877472,0.9695237874984741,0.25675591826438904,0.9991269707679749,0.008000369183719158,0.9985185265541077,0.31141868233680725,1.0
2,RMSprop,selu,0.23399724066257477,0.9296825528144836,0.24058914184570312,0.9982539415359497,1.0132838487625122,0.8029629588127136,0.2650979459285736,0.9722222089767456
8,RMSprop,sigmoid,0.056944750249385834,0.9838888645172119,0.28110700845718384,0.9996031522750854,0.010314901359379292,0.9970370531082153,0.38178732991218567,1.0
1,RMSprop,sigmoid,1.815839171409607,0.38158729672431946,0.16956739127635956,0.8327777981758118,0.8864322304725647,0.6909258961677551,0.2485448718070984,0.980555534362793
6,RMSprop,relu,0.06182393431663513,0.9822221994400024,0.2773764431476593,0.9995238184928894,0.006903153378516436,0.9977777600288391,0.38991984724998474,1.0
1,RMSprop,softmax,2.639313220977783,0.09626983851194382,0.0999736487865448,0.5118253827095032,2.7176027297973633,0.09425926208496094,0.0,0.0
10,RMSprop,elu,0.036710213869810104,0.9920634627342224,0.2800542414188385,0.9996825456619263,0.01344342716038227,0.9979629516601562,0.3672427833080292,0.9994444251060486
1,RMSprop,tanh,1.2276419401168823,0.5853968262672424,0.1999233067035675,0.9102380871772766,0.31319183111190796,0.8829629421234131,0.28945958614349365,0.9998148083686829
