Epochs,Optimizer,Activation_Function,Train_Loss,Train_Accuracy,Train_Precision,Train_Recall,Val_Loss,Val_Accuracy,Val_Precision,Val_Recall
3,RMSprop,relu,0.13678118586540222,0.9615079164505005,0.24897070229053497,0.9982539415359497,0.03140689805150032,0.9948148131370544,0.3172251582145691,0.9992592334747314
1,Adagrad,relu,2.7840030193328857,0.1649206280708313,0.12395928055047989,0.6156349182128906,2.0193288326263428,0.2642592489719391,0.1914975792169571,0.5505555272102356
9,Adam,relu,0.057950638234615326,0.9842857122421265,0.2568840980529785,0.9995238184928894,0.010096725076436996,0.9985185265541077,0.32420748472213745,1.0
5,Adam,relu,0.08494693785905838,0.976190447807312,0.24783045053482056,0.9995238184928894,0.06778696924448013,0.9812963008880615,0.27588674426078796,0.9996296167373657
1,Adadelta,relu,3.166181802749634,0.10452380776405334,0.10421434044837952,0.5204761624336243,2.3669326305389404,0.11500000208616257,0.10733038932085037,0.5677777528762817
2,RMSprop,relu,0.2392127811908722,0.9302380681037903,0.23966988921165466,0.9980158805847168,0.5240046977996826,0.871666669845581,0.23678109049797058,0.9835185408592224
2,Adadelta,relu,3.0837996006011963,0.11571428924798965,0.10867323726415634,0.5436508059501648,2.173910140991211,0.21351851522922516,0.15407370030879974,0.5690740942955017
1,RMSprop,relu,1.3035223484039307,0.5623015761375427,0.19200976192951202,0.8990476131439209,3.779068946838379,0.22240740060806274,0.1850075125694275,0.7070370316505432
2,Adagrad,relu,2.3929736614227295,0.23714286088943481,0.1421666443347931,0.7073016166687012,1.6848728656768799,0.42722222208976746,0.19106422364711761,0.7277777791023254
6,Adagrad,relu,1.6431505680084229,0.43261903524398804,0.18152064085006714,0.8803174495697021,1.003408670425415,0.637592613697052,0.24772478640079498,0.9627777934074402
6,RMSprop,relu,0.0661766305565834,0.9829365015029907,0.26983991265296936,0.9992856979370117,0.023594491183757782,0.9962962865829468,0.3244022727012634,1.0
3,Adagrad,relu,2.179359197616577,0.2888889014720917,0.15140192210674286,0.7525396943092346,1.5372552871704102,0.48092591762542725,0.21213743090629578,0.8072222471237183
5,Adadelta,relu,2.927663803100586,0.13896825909614563,0.11425362527370453,0.5732539892196655,2.048511266708374,0.2566666603088379,0.1566600203514099,0.6987037062644958
4,RMSprop,relu,0.10035817325115204,0.9703174829483032,0.2552056908607483,0.998968243598938,0.1803385466337204,0.9385185241699219,0.29469946026802063,0.9987037181854248
6,Adam,relu,0.07002807408571243,0.9815079569816589,0.25359970331192017,0.9994444251060486,0.02402314729988575,0.9950000047683716,0.31037259101867676,0.9996296167373657
7,RMSprop,relu,0.06471164524555206,0.9842063784599304,0.27162277698516846,0.998968243598938,0.08991532027721405,0.9790740609169006,0.36114829778671265,0.9994444251060486
7,Adam,relu,0.06556853652000427,0.9809523820877075,0.25234898924827576,0.9996825456619263,0.015128259547054768,0.9974074363708496,0.3126990497112274,1.0
9,Adagrad,relu,1.1809734106063843,0.5823016166687012,0.2028956115245819,0.9520635008811951,0.6027324199676514,0.8368518352508545,0.260025292634964,0.9894444346427917
